File_Error,Corrected
asahtaraP,asahtaraP
Gulabmaa,Gulabma
Kheerin,Kheerin
eamga,Ramga
pattaguyraka,Pattaguyraka
UPMALA,Upmala
oiagednaB,oiagednaB
khIcHDIra,Kichdira
Helwuga,Helwuga
LASSILA,Lassila
uadokaP,Curdka
Vada,Vada
ayeragoyiluP,ayeragoyiluP
pulao,Pulao
Momom,Momoma
aamga,Aamga
jALebIkA,Jalebika
ayvaP,Ravao
arildI,arildI
Kheer,Kheer
Jalebiy,Jalebiya
Kicoai,Kicoai
aminayriB,aminayriB
Thepl,Thepl
Dause,Dale
Sambarg,Sambarga
ravaga,Ravaga
amigaR,Sambar
purio,Puri
alizbaS,alizbaS
eaeisaji,Dosaji
Roiinla,Roiinla
Sambars,Sambarsa
uvaP,Rava
PULAORA,Pulaora
GULABMA,Gulabma
Idli,Idli
Jalebigan,Jalebiga
Upmakan,Upmaka
ijmasaR,ijmasaR
bhajIYa,Bhajiya
RAVANA,Ravana
Pueaueiau,Pueaueiau
akizbaS,akizbaS
agampU,Rasamu
rAMe,Rame
Kheern,Kheern
aladduM,Halwau
BHATUREGA,Bhaturega
oihtapahC,oihtapahC
Khichdioa,Kichdi
Parathaon,Paratha
bisibeleji,Bisibeleji
PULAOSA,Pulaosa
Lassil,Lassi
lassIi,Lassi
eieoaiiu,eieoaiiu
ayadduM,ayadduM
upmana,Upmana
DOSAKA,Dosaka
Dosam,Dosama
Vadain,Vadana
Sabzinaa,Sabzina
Muddak,Mudda
pattaguyrao,Pattaguyra
ramma,Rama
kAchORiMa,Kachorima
Reitaya,Reitaya
SABZII,Sabzi
Raitakaa,Raitaka
ueearatuaou,Curdu
Raitain,Raita
Puliyogare,Puliyogare
Dosaraa,Dosara
atiaR,Ragi
KOFTASA,Koftasa
Paneerg,Paneerg
oisaoi,Dosa
iusaaaoa,Dosa
dAlJi,Dalji
TAMARINDKA,Tamarindka
akahtaraP,akahtaraP
cHUTnEYSa,Chutneysa
upmaa,Upma
Rasa,Rava
RAMYa,Ramya
eacuiaijo,eacuiaijo
BhatuReE,BhatuReE
THEPLAYA,Theplaya
Khichdig,Kichdi
bhaturena,Bhaturena
aiagednaB,aiagednaB
PARATHASA,Parathasa
Chutneys,Chutney
JALEBILA,Jalebila
PATTAGUYRA,Pattaguyra
dhoklara,Dhoklara
Payasaa,Payasa
Vadan,Vadana
Dhokuula,Dhokla
Mudda,Mudda
tamarinde,Tamarinde
agnagoR,agnagoR
akelohC,akelohC
Pavran,Pavra
Pavj,Pavji
koftara,Koftara
iirooP,iirooP
joshsa,Josh
Kachorigaa,Kachoriga
puliyogareka,Puliyogareka
aalpehT,aalpehT
PULAOGA,Pulaoga
inagoR,inagoR
ijeragoyiluP,ijeragoyiluP
KOFTAE,Kofta
kachorina,Kachorina
uibelaJ,uibelaJ
VADARA,Vadara
Vueoaa,Pav
Pattaguyrasan,Pattaguyrasa
Bisibelelan,Bisibelela
DALRA,Dalra
Chapathiaa,Chapathiaa
TAMARIND,Tamarind
agomoM,Momoma
sabZiJi,Sabziji
agiraseK,agiraseK
CHoleYA,Choleya
theplaya,Theplaya
paNEeRjI,paNEeRjI
DosaA,Dosa
PAKODANA,Pakodana
oiraseK,oiraseK
PAKODAKA,Pakodaka
uisibeieaa,Purie
Puliyogarey,Puliyogareya
DosAA,Dosa
Payas,Payasa
raitau,Raita
tHePLa,Thepla
Ragik,Ragika
HALWAO,Halwa
puliyogarema,Puliyogarema
KICHDILA,Kichdila
PuliyOGAREji,Puliyogareji
Sabzilaa,Sabzila
Rasamom,Rasamo
KESarIe,Kesari
Kheer,Kheer
Kesari,Kesari
Vaoau,Pav
CHAPATHIU,CHAPATHIU
ahtaraP,Raitara
Rami,Rami
curdka,Curdka
rasamra,Rasamra
Sabzi,Sabzi
Simbouya,Simbouya
Tamarindyan,Tamarindya
cuRdu,Curdu
samosaya,Samosaya
unagoR,unagoR
payasaji,Payasaji
Samosaj,Samosaji
ayalpehT,ayalpehT
Puliyogare,Puliyogare
Roganam,Roganma
Paneer,Upmai
Puliyogaresan,Puliyogaresa
rogAnU,Roganu
cHAPAthISA,cHAPAthISA
RaitaKA,Raitaka
sambarla,Sambarla
ROTI,Roti
MOMOYA,Momoya
aayusagu,Payasau
Puril,Purila
chUTneYU,Chutneyu
Kichdig,Kichdi
gulabi,Gulabi
VADALA,Vadala
Payasa,Payasa
Thepl,Thepl
uasoD,Curd
Lassiyam,Lassiya
oueaoattoio,Roti
Bonaegai,Dosaga
ardniramaT,ardniramaT
aryentuhC,aryentuhC
PAYASALA,Payasala
dosaji,Dosaji
Raitajim,Raitaji
lAsSIyA,Lassiya
CHOLEKA,Choleka
Ragiun,Ragina
Theplay,Thepla
pattaguyrai,Pattaguyra
oieaaaoe,oieaaaoe
KHEERI,Puri
Payasaia,Payasa
biryanima,Biryanima
uvaP,Rava
pakodara,Pakodara
KESARIKA,Kesarika
pULiyOGAREJi,Puliyogareji
Curd,Curd
anirohcaK,anirohcaK
Dhokla,Dhokla
aradaV,aradaV
Poori,Puri
rAiTaA,Raita
KICHDIGA,Kichdiga
Disai,Dosa
amelebisiB,amelebisiB
Rotiyan,Rotiya
joshra,Joshra
Khichdim,Kichdi
Bhajij,Bhaji
aelohC,Dalo
idiio,Idli
Pesarattu,Pesarattu
asirohcaK,asirohcaK
Vada,Vada
aerutahB,aerutahB
IDLIka,Idlika
ayavaR,Payasa
RotisA,Rotisa
Muddas,Mudda
ROGANSA,Rogansa
Chutneym,Chutney
Payasam,Payasama
anirohcaK,anirohcaK
Dhukuagi,Dhukuagi
KACHoRiGa,Kachoriga
anatfoK,anatfoK
aidhcihK,aidhcihK
ereehK,ereehK
Kachorim,Kachori
Joshg,Josh
omaR,Upma
Curdn,Curdna
akasayaP,Payasaya
Samosajin,Samosaji
Bhajis,Bhaji
Koftalam,Koftala
uibelaJ,uibelaJ
JOSH,Josh
Haaoei,Ram
uelebisiB,uelebisiB
oaotaauiriau,Poori
Upman,Upmana
POORISA,Purisa
theplae,Thepla
euoiea,euoiea
PARATHAYA,Parathaya
Bhajigaa,Bhajiga
ijasoD,ijasoD
Sabzin,Dosaji
asnagoR,asnagoR
mOmoe,Momo
aselohC,aselohC
LASSILA,Lassila
eiagednaB,eiagednaB
ROGAN,Rogan
idli,Idli
Poorisam,Purisa
airuP,Ramu
khiCHdiI,Kichdi
kheerga,kheerga
eizbaS,eizbaS
Rotik,Rotika
ohooieau,Josh
BANDEGAIA,Bandegai
Momojia,Momoji
RAM,Ram
Ravakam,Ravaka
Idliyan,Idliya
pOOrIE,Puri
oatfoK,Rotio
sambara,Sambara
dosaji,Dosaji
Raitaen,Raita
theplama,Theplama
eattaeiyuii,eattaeiyuii
Sambarlaa,Sambarla
eotea,eotea
biryaniu,Biryani
uihtapahC,uihtapahC
anizbaS,anizbaS
aaliku,Dalka
CURDGA,Curdga
Samosayan,Samosaya
jalebia,Jalebi
tamarindla,Tamarindla
Pakodaoa,Pakoda
Chutneys,Chutney
iaioaji,iaioaji
arissaL,Ragisa
AAMGA,Aamga
ayvaP,Ravao
amibelaJ,amibelaJ
KACHORIA,Kachori
pOoriI,Puri
Ravaj,Ravaji
tamarindo,Tamarindo
CHAPATHISA,CHAPATHISA
SAMOSAKA,Samosaka
payasao,Payasa
Kesarisan,Kesarisa
Samosaaa,Samosa
Paneersam,Paneersam
aoorala,Ramla
kesario,Kesari
KHICHDI,Kichdi
oasuoa,Josh
bhajia,Bhaji
Sembuuo,Sembuuo
Khichdiem,Kichdi
CurD,Curd
amalpehT,amalpehT
ayitoR,Raitao
aokioiia,Rami
kesarie,Kesari
ielebisiB,ielebisiB
raGio,Ragi
Pulaoam,Pulao
arasayaP,Payasaya
puriji,Puriji
ioaie,ioaie
euttaraseP,euttaraseP
Idligan,Idliga
pesarattuga,Pesarattuga
KOFTAE,Kofta
MASALANA,Masalana
muDDAji,Muddaji
Pauui,Pav
iaiiaa,iaiiaa
PARATHAKA,Parathaka
Haluioo,Dalu
Idlian,Idlina
payasama,Payasama
Thepla,Thepla
KACHORIE,Kachori
idli,Idli
MaSAlALA,Masalala
ROGANNA,Rogana
TAMARINDMA,Tamarindma
Dalea,Dale
muddara,Muddara
asaryugattaP,asaryugattaP
Koatiso,Rotisa
haLwAi,Halwa
AAMKA,Aamka
jalebiya,Jalebiya
uivaeu,Pav
Pavraa,Pavra
Dosak,Dosaka
khichdiya,Kichdiya
KIcHdIRA,Kichdira
CHAPathIya,CHAPathIya
ragie,Ragi
SAMOSARA,Samosara
paKodAu,Pakoda
alidhciK,alidhciK
jalebiya,Jalebiya
chutneysa,Chutneysa
Joahia,Joshi
Aamgam,Ramga
chutneyga,Chutneyga
Kichdil,Kichdi
ioulea,Dale
Kesar,Kesari
upmana,Upmana
Koftas,Koftasa
Kiiaroia,Kiiaroia
pesarattuka,Pesarattuka
Bandegaim,Bandegai
BHAJIE,Bhaji
ragisa,Ragisa
Uomaia,Upma
omaA,Upma
asidhcihK,asidhcihK
ijdniramaT,ijdniramaT
edla,Dala
uahtaraP,uahtaraP
PURILA,Purila
KACHORINA,Kachorina
Biryanij,Biryaniji
KIchdiGA,Kichdiga
ayatfoK,ayatfoK
kheerma,kheerma
Purisan,Purisa
oiihdaoi,Vada
chAPATHILA,chAPATHILA
Paneerem,Paneerem
uiiome,Aame
DALYA,Dalya
dhoklaji,Dhoklaji
Raitaj,Raita
kacHoriYA,Kachoriya
aratiaR,aratiaR
Sambarram,Sambarma
uoeieogaueea,Ram
biryaniji,Biryaniji
aizbaS,aizbaS
TAMARINDMA,Tamarindma
paneerma,paneerma
ampU,Aamu
ardniramaT,ardniramaT
Biryanil,Biryanila
bhaJII,Bhaji
Rotig,Rotiga
Rotiyaa,Rotiya
iooa,iooa
PuliyoGArEJi,Puliyogareji
rAGINa,Ragina
THEPLAI,Thepla
Theplasan,Theplasa
joshga,Joshga
Paaioe,Pav
aelebisiB,Jalebii
Masala,Masala
PANEERMA,PANEERMA
gULAbna,Gulabna
Idlisaa,Idlisa
parathaga,Parathaga
rotii,Roti
dosai,Dosa
idLIJI,Idliji
Pakodal,Pakodala
Poiaiia,Poiaiia
Dhokla,Dhokla
Masala,Masala
Pakodas,Pakodasa
Bisibeley,Bisibeleya
Koftayaa,Koftaya
jalebii,Jalebi
Rotik,Rotika
AAMsa,Aamsa
THEplaA,Thepla
asihtapahC,asihtapahC
Vadanan,Vadana
Ramua,Ramu
Rutiua,Roti
ioyaseka,ioyaseka
pattaguyraya,Pattaguyraya
cholesa,Cholesa
iiruP,iiruP
Paneer,Upmai
Theeluma,Rotima
sambare,Sambare
payasaga,Payasaga
AAMKA,Aamka
VADAU,Vada
rasamji,Rasamji
Kofta,Kofta
MOMOSA,Momosa
kIChDIe,Kichdi
PULAOMA,Pulaoma
Bhatureen,Bhatureen
Rasaou,Rava
aseragoyiluP,aseragoyiluP
Muddaon,Mudda
Cietneyoi,Cietneyoi
aynagoR,aynagoR
tamarindma,Tamarindma
iaauosu,iaauosu
Tamarind,Tamarind
amreenaP,amreenaP
rotia,Roti
SAMBARU,Sambaru
ROTIKA,Rotika
CUrdO,Curdo
dhoklau,Dhokla
Pooriran,Purira
aguttaraseP,aguttaraseP
Kesariam,Kesarima
Rotiram,Rotira
theplaya,Theplaya
ampU,Aamu
KHICHDILA,Kichdila
Momog,Momoga
Tamarindlan,Tamarindla
pulaoo,Pulao
ijhsoJ,ijhsoJ
RAVAJI,Ravaji
Paneeoya,Ragiya
mASaLa,Masala
gulAbkA,Gulabka
curdLa,Curdla
Pueauoa,Pueauoa
asalkohD,asalkohD
Sambarr,Sambar
ibelaJ,ibelaJ
Roiona,Dosa
raitaji,Raitaji
RAITAMA,Raitama
BISIBELELA,Bisibelela
KeSaRIYa,Kesariya
anadduM,anadduM
curDi,Curdi
uumooao,Aamu
HALWAo,Halwa
oueua,oueua
KicHdIYa,Kichdiya
KACHORIJI,Kachoriji
kheeru,kheeru
Jaleb,Jalebi
pUlAOji,Pulaoji
Pattaguyraj,Pattaguyra
bandegaila,Bandegaila
CHAPATHISA,CHAPATHISA
Idlium,Idlima
Kesirooo,Kesirooo
uameuind,uameuind
DAlo,Dalo
kichdina,Kichdina
CHOLERA,Cholera
KICHDIRA,Kichdira
sambarka,Sambarka
paRaThAA,Paratha
MOMOSA,Momosa
dalla,Dala
muDDanA,Muddana
Ramyaa,Ramya
KOFTANA,Koftana
Muddamaa,Muddama
eogenji,eogenji
roganla,Roganla
Masalajia,Masalaji
Samosak,Samosaka
Josh,Josh
idlima,Idlima
ioiuoa,ioiuoa
ROGANO,Rogano
PaNeEre,PaNeEre
PESARATTUkA,Pesarattuka
RoTIu,Roti
iraseK,iraseK
Biryani,Biryani
eeijiu,eeijiu
Muddam,Mudda
SAbzISA,Sabzisa
jalebiji,Jalebiji
Dalyan,Dalya
uagika,Ragika
Upmae,Upma
Jaehu,Dalu
kesarisa,Kesarisa
TheplaU,Thepla
Dosaran,Dosara
ieragoyiluP,ieragoyiluP
iuihaa,Ram
momo,Momo
uampU,Aamu
anavaR,Ravara
Moaoo,Ram
Kheer,Kheer
Bisibele,Bisibele
akasoD,Pakoda
sambarka,Sambarka
iilio,Idli
RAITAMA,Raitama
ijildI,ijildI
ramla,Ramla
Rogann,Rogan
aamna,Aamna
payasara,Payasara
odruC,odruC
Idlijin,Idliji
rOGAno,Rogano
oeaali,Idli
anadaV,anadaV
rasAmA,Rasama
ramya,Ramya
khIchdiI,Kichdi
iildI,Idli
aladokaP,aladokaP
pAtTAGuYrAga,Pattaguyraga
Ramram,Ramra
PESarAttUYa,Pesarattuya
akidhcihK,akidhcihK
Pulaoj,Pulao
UpMAi,Upma
Bisibelekaa,Bisibeleka
pOoRINA,Purina
Halw,Halwa
uooiga,Ram
Ravamam,Ravama
Halwakan,Halwaka
Idliman,Idlima
rAmgA,Ramga
anmaA,Aama
PatTaGUyRAU,Pattaguyra
PARATHAE,Paratha
iaoubua,iaoubua
MUDDAE,Mudda
Puliyogareim,Puliyogarema
Pakoda,Pakoda
koftaya,Koftaya
PaTTagUYRAKA,Pattaguyraka
AAMyA,Aamya
Vada,Vada
khichdiji,Kichdiji
Paneeaga,Ragiga
Upmina,Upmana
BHATUREJI,Bhatureji
IDLIMA,Idlima
sambari,Sambari
Parath,Pavra
DHOKLARA,Dhoklara
Ram,Ram
Biryanijin,Biryaniji
kESArINa,Kesarina
BIRYANIJI,Biryaniji
ihechdaa,ihechdaa
CHAPATHIO,CHAPATHIO
halwao,Halwa
pooria,Puri
paneerma,paneerma
Kachorikan,Kachorika
asizbaS,asizbaS
aasomaS,Rasama
Joshk,Josh
bhajiga,Bhajiga
uaeeuu,uaeeuu
ThEplaRA,Theplara
Pattaguyraom,Pattaguyra
aizbaS,aizbaS
iirohcaK,iirohcaK
ayomoM,Momoma
Corde,Curde
Samosa,Samosa
Halwaman,Halwama
Biryaninan,Biryanina
Pesarattun,Pesarattu
Joohji,Bhaji
agampU,Rasamu
iamaaako,Upmao
dALkA,Dalka
theplaji,Theplaji
dosaga,Dosaga
KOFTAMA,Koftama
KhEERMA,KhEERMA
iiruP,iiruP
ayirohcaK,ayirohcaK
aymaR,Aamra
keSARiI,Kesari
pesarattuka,Pesarattuka
Pava,Pava
Ramy,Ramya
Pulaonaa,Pulaona
Bhajil,Bhaji
Cholen,Chole
gulabya,Gulabya
purima,Purima
PATtAGuyRaSA,Pattaguyrasa
momosa,Momosa
dhoklau,Dhokla
aoorio,Rami
Kofta,Kofta
iooooaa,iooooaa
oeuioateuuo,Roti
gulabu,Gulabu
Biryanimam,Biryanima
PAYASAO,Payasa
oidhcihK,oidhcihK
Riiauo,Riiauo
Payasaran,Payasara
MASALARA,Masalara
Bandegais,Bandegai
rotiga,Rotiga
pattaguyrau,Pattaguyra
Upmag,Upmaga
Choley,Chole
Piuaai,Piuaai
bandegai,Bandegai
sAmOsa,Samosa
Dhaelira,Dalra
Pakoda,Pakoda
Sambarl,Sambarla
pUlIyoGAre,Puliyogare
iDLiJi,Idliji
aiuziaa,Rami
ROTIU,Roti
uaeale,Dale
ioaalaa,Dal
Bhajion,Bhaji
Rotil,Rotila
Bieeaoiu,Bieeaoiu
Lassis,Lassi
Kesarien,Kesarina
BHAJiRA,Bhajira
UPMALA,Upmala
Dhokla,Dhokla
CHUTNEY,Chutney
iasam,Aam
Paneerim,Paneerim
sambarna,Sambarna
Dosua,Dosau
Poorilan,Purila
oizbaS,oizbaS
sambaru,Sambaru
Vadan,Vadana
Samosaj,Samosaji
PUlIyogarEe,Puliyogare
Poorilam,Purila
asreehK,asreehK
Chapathiun,Chapathiun
ioitau,Ram
Pesarattunaa,Pesarattuna
bisibeleka,Bisibeleka
rAVaMa,Ravama
Pesarattuia,Pesarattu
Rotig,Rotiga
Bhature,Bhature
ohepoue,Josho
RaMya,Ramya
BISIBELEI,Bisibele
upmala,Upmala
Pesarattuy,Pesarattu
PULIYOGAREYA,Puliyogareya
Vadakaa,Vadaka
Dosain,Dosana
sambare,Sambare
pattaguyraa,Pattaguyra
Payasay,Payasaya
akasayaP,Payasaya
aizbaS,aizbaS
arigaR,Ragiga
eaooo,eaooo
uueayagaroai,uueayagaroai
koFtakA,Koftaka
Paoaaeigi,Pavi
Pulaok,Pulao
Bhatureun,Bhature
Paneer,Upmai
aymasaR,Payasae
PESARATTUE,Pesarattu
kichdii,Kichdi
uasayaP,Dosaya
Samosaum,Samosama
dhOKlajI,Dhoklaji
purira,Purira
PAYASASA,Payasasa
Bhaji,Bhaji
Payoiai,Pavo
bisibelena,Bisibelena
CURDYA,Curdya
aaaobeue,Pave
koftama,Koftama
ohiuioa,Roti
ubaluG,ubaluG
Cuuunoya,Cuuunoya
kACHOrii,Kachori
chutneyra,Chutneyra
DHOKLARA,Dhoklara
sAMOSAO,Samosa
Dosaraa,Dosara
Kichdis,Kichdi
CHApATHIMA,CHApATHIMA
THEPLAU,Thepla
Rasamy,Rasamya
uimburgu,uimburgu
Kachor,Kachor
Kofta,Kofta
BISIBELEYA,Bisibeleya
Momo,Momo
rotiji,Rotiji
aliruP,aliruP
Roganan,Roganna
idlima,Idlima
momoka,Momoka
Pesarattulan,Pesarattula
RotIkA,Rotika
JALEBIYA,Jalebiya
euaaeugareea,Kesari
kHeErkA,kHeErkA
CHaPaThILa,CHaPaThILa
Bhatureaa,Bhature
ROTIYA,Rotiya
Kichdi,Kichdi
Pav,Pav
peSarAttUo,Pesarattu
BaNdeGAI,Bandegai
dosaa,Dosa
Paneerea,Paneerea
dhoklae,Dhokla
theplara,Theplara
KHEERKA,KHEERKA
PESARATTUSA,Pesarattusa
daLo,Dalo
Puliyogarey,Puliyogareya
Panueii,Pavu
Halwagan,Halwaga
ualkohD,ualkohD
UPMAYA,Upmaya
KHICHDISA,Kichdisa
Dalk,Dalka
Dhoklayan,Dhoklaya
RAITAI,Raita
Rouune,Rouune
MASALASA,Masalasa
Kosaaisa,Dosasa
momoe,Momo
uavaa,Pav
amitoR,Raitao
rotiya,Rotiya
Kiftisa,Kiftisa
Chapathioa,Chapathioa
aklaD,Dalla
Pulaor,Pulao
Pavl,Pavla
ragiji,Ragiji
CHOLEMA,Cholema
Rava,Rava
Theplamam,Theplama
pesaraTtUJI,Pesarattuji
arirooP,arirooP
Pakoda,Pakoda
aamya,Aamya
KESARIJI,Kesariji
Bhatur,Bhatur
RASAMRA,Rasamra
Chutneygam,Chutneyga
Bhaturean,Bhature
thePlaA,Thepla
onagoR,onagoR
Bisiieaeoa,Bisiieaeoa
aAmLA,Aamla
daLjI,Dalji
Gula,Gulab
cHUTnEyi,Chutneyi
Poorij,Puriji
anitoR,Raitao
BIsIbELei,Bisibele
chutneyra,Chutneyra
idlisa,Idlisa
KHEERKA,KHEERKA
puriji,Puriji
amdruC,amdruC
paraTHa,Paratha
UPMALA,Upmala
curdu,Curdu
MasALALA,Masalala
jALeBIO,Jalebi
iiagednaB,iiagednaB
Bhaiuaoii,Ram
MUDDAE,Mudda
ROTII,Roti
Momoum,Momoma
oattuguirai,oattuguirai
Pavaa,Pava
Jasoe,Pavo
bhajiji,Bhajiji
TAMARINDKA,Tamarindka
ROTIRA,Rotira
Momonaa,Momona
Dosalan,Dosala
anampU,Rasamu
MOMOGA,Momoga
uoaio,uoaio
RasaMe,Rasame
aooiiuyka,Aama
Keceoio,Keceoio
chApaThIA,chApaThIA
KICHDIGA,Kichdiga
lassika,Lassika
Rotijin,Rotiji
akuttaraseP,akuttaraseP
PATTAGUYRAO,Pattaguyra
alinayriB,alinayriB
Ragiy,Ragiya
Aamyaa,Aamya
roTiSa,Rotisa
Da,Dal
kichdina,Kichdina
Ramn,Ramna
alelebisiB,alelebisiB
anitoR,Raitao
Aamnam,Aamna
theplaji,Theplaji
payasara,Payasara
PANEERU,PANEERU
PULIYOGAREYA,Puliyogareya
MOMOe,Momo
Puri,Puri
uhoalaa,Dhokla
KOFTAYA,Koftaya
chutneyna,Chutneyna
VADANA,Vadana
Dosaua,Dosa
Kichoula,Kichoula
RAVayA,Ravaya
biryaniu,Biryani
pUlaOla,Pulaola
Pattaguyraram,Pattaguyrara
Bhajisan,Bhajisa
Chapathiua,Chapathiua
Pesarattuk,Pesarattu
GULABNA,Gulabna
chutneyi,Chutneyi
iiagednaB,iiagednaB
Halwa,Halwa
anomoM,Momoma
uaoiuaaa,uaoiuaaa
tamarindla,Tamarindla
IDLI,Idli
Parathak,Paratha
ohueeae,Josh
dosana,Dosana
ijaryugattaP,ijaryugattaP
ialkohD,ialkohD
BANDEGAIRA,Bandegaira
kachoria,Kachori
eibelaJ,eibelaJ
Uemaoa,Upma
muddai,Mudda
Parathaoa,Paratha
PANEERYA,PANEERYA
araryugattaP,araryugattaP
KOfTAMa,Koftama
Theplaam,Thepla
dhoklae,Dhokla
ahepuoo,ahepuoo
ragika,Ragika
raiTAga,Raitaga
iitoR,iitoR
Mauaeaui,Ram
Ra,Ram
dAL,Dal
Paueiago,Pavo
Lassiaa,Lassi
Daljia,Dalji
eawlaH,eawlaH
BHAjI,Bhaji
BIRYANI,Biryani
Gulaba,Gulaba
ialasaM,Rasam
PakOdArA,Pakodara
Rasam,Rasam
Bandegaij,Bandegai
idhciK,idhciK
Pueiyugiiea,Pueiyugiiea
KHeErI,Puri
Koftak,Koftaka
pulaoo,Pulao
akizbaS,akizbaS
masAla,Masala
Peiuyogure,Peiuyogure
eiuyaieu,Ram
PANEERE,PANEERE
Jalebilam,Jalebila
khichdiji,Kichdiji
puliyOgaREJI,Puliyogareji
KESARIRA,Kesarira
Bhaturein,Bhature
joshga,Joshga
Theplaaa,Thepla
Sabzi,Sabzi
uasiiu,Puri
Bandegaiy,Bandegai
CHOLEYA,Choleya
Paratha,Paratha
HALWAE,Halwa
samosai,Samosa
ravaya,Ravaya
Theplar,Thepla
eissaL,Dal
avaP,Ravao
koftae,Kofta
Bisibeleyan,Bisibeleya
Rotilan,Rotila
Raita,Raita
Jalebir,Jalebira
Pakodaj,Pakodaji
theplaji,Theplaji
ravaji,Ravaji
DALYA,Dalya
oibelaJ,oibelaJ
pAttAgUyrAka,Pattaguyraka
Koftanan,Koftana
Rotila,Rotila
puliyogareji,Puliyogareji
Khichdir,Kichdi
Soaiiame,Aame
ameragoyiluP,ameragoyiluP
Upmasaa,Upmasa
Purir,Purira
jOshRa,Joshra
kichdina,Kichdina
Sambar,Sambar
aratfoK,aratfoK
ayvaP,Ravao
Pava,Pava
curdma,Curdma
kachorima,Kachorima
oinayriB,oinayriB
dhoklasa,Dhoklasa
Chol,Dal
Jalebig,Jalebiga
koftai,Kofta
pattaguyrau,Pattaguyra
aruttaraseP,aruttaraseP
TAMARINDA,Tamarinda
RAMI,Rami
mudDaA,Mudda
kacHORI,Kachori
Deeamu,Ramu
Pavram,Pavra
eaoaaguarani,eaoaaguarani
Khichdiim,Kichdi
ijibelaJ,ijibelaJ
MUDDAO,Mudda
HALWASA,Halwasa
Josham,Dosai
Gulabm,Gulabma
Bisibele,Bisibele
Paneerj,Paneerj
Chapathi,Chapathi
RaGIMa,Ragima
Jalebien,Jalebina
oildI,Idli
iasayaP,Dosaya
oanuuoaa,oanuuoaa
arasoD,arasoD
JOSHNA,Joshna
Pattaguyrak,Pattaguyra
payasaka,Payasaka
dhoklau,Dhokla
kHichDIKa,Kichdika
Bandegainaa,Bandegaina
ayentuhC,ayentuhC
eimurunayo,eimurunayo
pesarattuo,Pesarattu
Chutneyjin,Chutneyji
Rasamsaa,Rasamsa
oibelaJ,oibelaJ
samoSARA,Samosara
uiebaro,Pulao
puriji,Puriji
Cioaetaoo,Raita
Gulabjia,Gulabji
jaLeBINa,Jalebina
BIsiBeLeE,Bisibelei
Jalebi,Jalebi
THEPLAU,Thepla
Kesaris,Kesarisa
onagoR,onagoR
biryaniga,Biryaniga
payasama,Payasama
jalebila,Jalebila
iouieu,iouieu
Tamarindnan,Tamarindna
Pattaguyra,Pattaguyra
Piuuueuku,Piuuueuku
asijahB,asijahB
DALA,Dala
puriu,Puri
PaKODAO,Pakoda
aryugattaP,aryugattaP
purI,Puri
Teauuiid,Teauuiid
Vadaaa,Vada
Chutneygaa,Chutneyga
Masalaen,Masalana
Bisibelej,Bisibeleji
Koftal,Koftala
rAMnA,Ramna
Aamran,Aamra
cHapATHIma,cHapATHIma
JOsHu,Josh
ayildI,ayildI
Chole,Chole
pattaguyra,Pattaguyra
pUlIYogArEJI,Puliyogareji
Toepeae,Toepeae
DAllA,Dala
ravaji,Ravaji
gulabna,Gulabna
Chapathiun,Chapathiun
bHAJIsa,Bhajisa
KESARIA,Kesari
BIRyANio,Biryani
jaleBiNa,Jalebina
halwae,Halwa
Puriraa,Purira
Guleeji,Puriji
PaVji,Pavji
PURINA,Purina
opioiu,Roti
Pesarattulan,Pesarattula
Joshman,Joshma
RAITAE,Raita
Poorim,Purima
Jalebik,Jalebika
Pavm,Pavma
pakODaU,Pakoda
rOTiLa,Rotila
Paneerram,Paneerram
Lassi,Lassi
ChUtNeYLA,Chutneyla
Pattaguaiama,Pattaguaiama
Kootaua,Kootaua
Bisibelel,Bisibelela
Ra,Ram
mOmoga,Momoga
BHAJIA,Bhaji
DHoKlAmA,Dhoklama
Ravag,Ravaga
euvaji,Ravaji
uieea,uieea
Semiarga,Semiarga
Puereaa,Puri
Muddajia,Muddaji
Kichd,Kichd
RAM,Ram
rOTIO,Roti
iatfoK,iatfoK
Koftayam,Koftaya
aamya,Aamya
PULAO,Pulao
Bhajisaa,Bhajisa
ijvaP,ijvaP
Pakodar,Pakodara
bandegaisa,Bandegaisa
rasam,Rasam
Timoaanei,Timoaanei
eahtaraP,eahtaraP
Muddam,Mudda
pattaguyraya,Pattaguyraya
KACHorIMa,Kachorima
Pattaguyraj,Pattaguyra
RaVAGa,Ravaga
parathae,Paratha
BHAtuREYA,Bhatureya
Payasaem,Payasama
Dhoklay,Dhokla
CHOLEU,Chole
Momoman,Momoma
Bhaturekam,Bhatureka
sambarsa,Sambarsa
LASSIKA,Lassika
dOSaNa,Dosana
iatfoK,iatfoK
Cholekan,Choleka
Poorikam,Purika
Jusoe,Jusoe
Aauni,Rami
Tamarindlam,Tamarindla
Dhaeuaaa,Dal
Bieiieoii,Bieiieoii
Poori,Puri
Gulabl,Gulabla
dosau,Dosa
UPMAYA,Upmaya
halwasa,Halwasa
TAMARINDJI,Tamarindji
rasamra,Rasamra
cHOlEMA,Cholema
MUDDAE,Mudda
Raitar,Raita
Idlim,Idlima
DhokLAyA,Dhoklaya
LaSsikA,Lassika
rAitAa,Raita
uibelaJ,uibelaJ
cHApaThiLa,cHApaThiLa
JALEBILA,Jalebila
Paneeroa,Paneeroa
PANEERI,PANEERI
oavo,Pavo
Bhoteuege,Bhoteuege
